"","Calculate.part.in.proportion.with.fractions","Calculate.total.in.proportion.with.fractions","Choose.operator.in.fractional.identity","Enter.Calculated.value.of.rate","Enter.Calculated.value.of.ratio","Enter.denominator.of.form.of.1","Enter.denominator.of.given.fraction.in.proportion","Enter.denominator.of.given.rate.in.proportion","Enter.denominator.of.given.unit.rate.in.proportion","Enter.given.part.in.proportion","Enter.given.total.in.proportion","Enter.numerator.of.form.of.1","Enter.numerator.of.given.fraction.in.proportion","Enter.numerator.of.given.rate.in.proportion","Enter.numerator.of.given.unit.rate.in.proportion","Enter.part.in.proportion.with.variable","Enter.proportion.label.in.denominator","Enter.proportion.label.in.numerator","Enter.total.in.proportion.with.variable"
"stu_65b8ef74ef",0.857142857142857,0.888888888888889,1,1,0.875,1,0.625,1,0.5,1,0.857142857142857,0.9375,0.2,0.5,1,1,0.875,0.875,0.777777777777778
"stu_b378bc63e8",0.833333333333333,1,1,1,1,0.909090909090909,0.75,1,0.8,0.833333333333333,1,1,0.75,1,0.8,0.833333333333333,1,0.833333333333333,1
"stu_8bd0ce0694",0.75,1,1,1,1,0.875,0.625,1,0.666666666666667,0.857142857142857,0.75,0.642857142857143,0.375,1,1,0.75,0.933333333333333,0.866666666666667,0.857142857142857
"stu_49ccce68fd",0.833333333333333,0.909090909090909,1,1,0.833333333333333,1,0.5,1,0.75,0.818181818181818,0.714285714285714,0.9375,0.6,1,0.571428571428571,0.833333333333333,1,0.941176470588235,0.6
"stu_58140beb38",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_c44bf8f2a3.1",0.875,1,1,1,1,1,0.75,0.75,1,1,1,0.909090909090909,1,1,1,1,0.818181818181818,0.818181818181818,1
"stu_287d707b33",0.6,1,1,1,1,0.375,0.666666666666667,1,0.5,1,1,0.25,0,1,1,0.2,0.888888888888889,0.888888888888889,0.666666666666667
"stu_9bc0381753",0.75,0.833333333333333,1,1,1,1,1,1,1,0.666666666666667,0.75,1,0.75,0.75,0.75,0.5,0.928571428571429,1,0.5
"stu_5d081c04ea",0.6,0.714285714285714,1,1,0.75,0.909090909090909,1,0.75,0.5,0.428571428571429,0.6,0.727272727272727,0.75,1,0.75,0.6,1,0.833333333333333,1
"stu_f2ab364155",1,1,1,1,1,0.933333333333333,0.833333333333333,1,1,0.875,1,0.933333333333333,0.571428571428571,0.8,0.6,1,0.9375,0.9375,0.625
"stu_afcf4ba535",1,1,1,1,1,0.714285714285714,0.2,1,0.5,0.75,0.666666666666667,0.714285714285714,0.5,1,1,1,1,1,0.5
"stu_f11b9b182a",1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1
"stu_65b8ef74ef.1",0.857142857142857,0.888888888888889,1,1,0.875,1,0.625,1,0.5,1,0.857142857142857,0.9375,0.2,0.5,1,1,0.875,0.875,0.777777777777778
"stu_110bffc6fb",0.833333333333333,1,1,1,1,0.8,0.777777777777778,0.75,1,0.75,0.833333333333333,0.933333333333333,0.428571428571429,0.666666666666667,1,0.818181818181818,0.875,0.785714285714286,0.75
"stu_f50fe1fe18",0.75,0.857142857142857,1,1,0.857142857142857,1,1,0.5,1,0.857142857142857,1,0.9,0.428571428571429,1,1,0.75,0.909090909090909,0.909090909090909,0.428571428571429
"stu_ab254373de",1,1,1,1,1,0.833333333333333,0.25,1,1,1,0.75,0.666666666666667,0.5,1,0.5,1,1,0.714285714285714,1
"stu_4b3e5c0bd2",0.25,1,1,1,1,0.714285714285714,0.75,1,0.666666666666667,0.666666666666667,0.5,0.272727272727273,0,0,1,0.2,1,0.571428571428571,0
"stu_8cc2cfe5fa",0.875,0.8,1,1,1,1,1,0.833333333333333,0.857142857142857,1,0.9,0.769230769230769,0.75,0.666666666666667,0.8,0.6,0.823529411764706,0.5625,0.857142857142857
"stu_7b7288c830",0.75,0.8,1,1,0.777777777777778,1,0.75,1,1,0.6,0.75,0.533333333333333,0.833333333333333,1,0.75,0.666666666666667,0.866666666666667,0.357142857142857,0.833333333333333
"stu_29413254b5",1,1,1,1,1,0.928571428571429,0.6,0.75,0.8,0.777777777777778,0.8,1,0.8,0.75,1,0.8,1,1,1
"stu_e4b99f6f56",1,1,1,0.888888888888889,1,0.916666666666667,1,1,0.666666666666667,1,1,1,1,1,1,0.666666666666667,0.75,0.916666666666667,0.666666666666667
"stu_e970e17baf",1,1,1,0.75,1,1,0.75,1,0.5,1,1,1,0.333333333333333,1,1,1,1,1,0.666666666666667
"stu_33bbb3cc50",0.75,0.666666666666667,1,1,1,1,1,1,0.666666666666667,1,0.75,1,0,1,1,0.5,0.714285714285714,0.857142857142857,0.666666666666667
"stu_3b0ec5c155.1",0.818181818181818,1,1,0.916666666666667,0.833333333333333,0.928571428571429,0.6,1,0.75,0.2,0.333333333333333,0.625,0.5,1,0.2,0.444444444444444,0.764705882352941,0.615384615384615,0.6
"stu_e1e5958c7f",0.9,1,1,0.875,0.875,0.875,0.777777777777778,1,0.666666666666667,0.666666666666667,0.777777777777778,1,0.375,1,0.8,0.777777777777778,0.705882352941177,0.470588235294118,1
"stu_42265a861e",1,1,1,1,1,1,1,0.75,1,0.6,1,1,0.5,0.25,1,1,1,0.75,0.833333333333333
"stu_2e983cd28b",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.333333333333333,0.5
"stu_8b0c69395d",1,1,1,1,1,1,0.5,1,1,0.75,1,0.75,0,0.5,1,1,0.8,0.75,0.333333333333333
"stu_87608f15bd",0.9,1,1,1,1,0.9375,0.666666666666667,1,0.8,0.666666666666667,0.666666666666667,1,1,0.75,1,0.8,1,0.933333333333333,0.8
"stu_19f078a562",0.8,0.6,1,1,0.666666666666667,0.625,1,0.666666666666667,0.714285714285714,0.7,1,0.375,0.666666666666667,1,0.428571428571429,0.5,1,0.9375,0.7
"stu_fc699e0bf7",1,1,1,1,1,1,0.75,1,1,0.857142857142857,0.875,0.875,0.5,1,1,0.625,0.9375,0.9375,0.857142857142857
"stu_b7ff98a6eb",0.888888888888889,0.857142857142857,1,0.9,1,0.933333333333333,0.6,0.8,0.666666666666667,1,1,0.785714285714286,1,0.75,1,0.625,0.8125,0.8,1
"stu_86217f15cf",1,0.888888888888889,1,0.8,0.909090909090909,0.9375,0.909090909090909,0.666666666666667,1,0.9,1,0.875,0.3,0.666666666666667,1,0.833333333333333,0.9375,0.875,0.9
"stu_ed6c1898e6",1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333
"stu_704a1c35dd",0.857142857142857,0.75,1,1,1,1,0.7,1,1,0.666666666666667,0.714285714285714,0.9375,0.5,0.666666666666667,0.666666666666667,0.833333333333333,0.8125,0.6875,0.777777777777778
"stu_a50690c3e8",0.833333333333333,0.888888888888889,1,1,0.833333333333333,0.866666666666667,1,1,0.833333333333333,0.888888888888889,1,0.857142857142857,0.666666666666667,1,0.714285714285714,0.833333333333333,0.933333333333333,0.933333333333333,0.777777777777778
"stu_3e41bb3a61",0.8,0.833333333333333,1,1,1,1,1,1,1,1,1,0.888888888888889,0.6,1,1,0.833333333333333,0.833333333333333,1,1
"stu_d02d9da241.1",0.6,1,1,1,0.75,0.777777777777778,0.75,1,1,1,1,0.666666666666667,0.666666666666667,1,1,0.8,1,1,0.75
"stu_55d1e6c278",0.666666666666667,0.857142857142857,1,1,0.714285714285714,0.888888888888889,0.571428571428571,1,0.666666666666667,0.444444444444444,0.666666666666667,0.714285714285714,0.5,0.666666666666667,0.8,0.714285714285714,0.941176470588235,0.882352941176471,0.875
"stu_cc28123425",0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1
"stu_9b3a9a60c7",1,1,1,1,0.888888888888889,1,1,1,1,1,1,1,0.25,1,1,0.833333333333333,1,1,0.857142857142857
"stu_6fff4c0230.1",0.666666666666667,1,1,1,1,0.857142857142857,1,1,1,0,0.333333333333333,0.857142857142857,0.25,1,0.5,1,0.857142857142857,1,1
"stu_6eed4e0f99.1",1,0.875,1,1,0.9,1,0.7,1,0.666666666666667,0.857142857142857,0.75,1,0.444444444444444,0.666666666666667,1,0.75,0.9375,0.933333333333333,0.75
"stu_471924328a",0.5,0.666666666666667,1,1,1,0.666666666666667,1,1,1,1,1,0.4,0,0.5,1,0.333333333333333,1,0.666666666666667,0.75
"stu_de1552e5f6",0.875,0.714285714285714,1,1,1,0.866666666666667,0.666666666666667,0.8,1,0.75,0.888888888888889,0.8,0.571428571428571,0.5,1,0.888888888888889,1,0.941176470588235,0.875
"stu_977f3bb36f",1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,0.666666666666667,1,1,0.8
"stu_df34df5dad",0.875,0.625,1,0.916666666666667,1,0.928571428571429,0.8,0.5,0.375,0.571428571428571,0.555555555555556,0.571428571428571,0.2,1,0.444444444444444,0.9,0.941176470588235,0.764705882352941,0.857142857142857
"stu_f0e102db86",1,0.875,1,1,1,1,0.888888888888889,1,1,1,0.777777777777778,0.764705882352941,0.333333333333333,0.8,1,0.888888888888889,0.941176470588235,0.882352941176471,0.875
"stu_a05c564007",0.857142857142857,1,1,1,1,1,0.6,1,1,1,0.857142857142857,0.833333333333333,1,1,1,0.571428571428571,1,0.909090909090909,1
"stu_0fac44274f.1",1,1,1,0.857142857142857,1,0.769230769230769,0.625,1,1,0.571428571428571,1,0.8125,0.5,0.666666666666667,1,0.5,0.875,0.9375,0.75
"stu_b5e43e74f4",1,0.6,1,1,1,1,0.666666666666667,1,1,1,1,0.75,1,1,0.666666666666667,1,0.875,0.875,0.8
"stu_6fff4c0230.2",0.666666666666667,1,1,1,1,0.857142857142857,1,1,1,0,0.333333333333333,0.857142857142857,0.25,1,0.5,1,0.857142857142857,1,1
"stu_d598a26484",0.8,0.8,1,0.875,0.75,0.846153846153846,0.5,0.5,0.75,0.888888888888889,0.6,0.6,0.5,1,0.666666666666667,0.8,0.875,0.875,0.454545454545455
"stu_d5e292155c",1,1,1,0.875,1,0.866666666666667,0.714285714285714,0.75,1,0.888888888888889,0.666666666666667,0.866666666666667,0.571428571428571,0.75,0.6,1,0.866666666666667,0.466666666666667,0.555555555555556
"stu_7c8792abcd",1,1,1,0.888888888888889,1,0.857142857142857,0.5,0.666666666666667,0,0.857142857142857,0.833333333333333,0.6,0.166666666666667,1,0.666666666666667,0.666666666666667,0.928571428571429,0.928571428571429,0.666666666666667
"stu_28736ec6fd",0.7,1,1,1,1,0.933333333333333,1,1,0.8,0.833333333333333,1,0.875,0.571428571428571,1,1,1,0.9375,0.875,1
"stu_fae20a3496",1,1,1,1,1,1,1,1,1,1,0.5,0.714285714285714,1,1,1,0.8,0.714285714285714,1,1
"stu_28736ec6fd.1",0.7,1,1,1,1,0.933333333333333,1,1,0.8,0.833333333333333,1,0.875,0.571428571428571,1,1,1,0.9375,0.875,1
"stu_4a4bae1959",0.6,0.666666666666667,1,1,1,1,0.666666666666667,1,1,1,1,0.75,0.5,1,0.666666666666667,0.75,0.875,1,1
"stu_81991bb530",0.666666666666667,1,1,1,1,0.666666666666667,0.6,1,0.6,0.833333333333333,0.833333333333333,0.666666666666667,0.4,1,0.5,0.833333333333333,0.916666666666667,0.833333333333333,0.5
"stu_42265a861e.1",1,1,1,1,1,1,1,0.75,1,0.6,1,1,0.5,0.25,1,1,1,0.75,0.833333333333333
"stu_754a403406",1,0.714285714285714,1,0.857142857142857,0.8,0.916666666666667,0.833333333333333,1,1,0.857142857142857,1,0.769230769230769,0.428571428571429,1,1,0.833333333333333,1,0.846153846153846,0.571428571428571
"stu_ff2b4010d4",1,0.7,1,1,1,1,0.8,0.75,0.571428571428571,1,0.714285714285714,0.941176470588235,0.75,1,0.5,0.714285714285714,0.933333333333333,0.875,0.5
"stu_8e6fd2d8ba",0.875,0.875,1,1,1,0.785714285714286,0.8,1,0.6,0.777777777777778,0.75,0.75,0.444444444444444,1,1,0.75,1,0.8125,0.75
"stu_6ec511d6be",0.875,1,1,1,1,0.916666666666667,1,0.75,0.8,1,1,0.916666666666667,1,1,0.8,0.875,1,1,1
"stu_b7c54a7461",0.875,0.833333333333333,1,1,1,0.923076923076923,0.571428571428571,1,1,0.833333333333333,1,0.785714285714286,0.8,1,1,0.875,1,0.785714285714286,1
"stu_b52bd79d10.1",1,0.5,1,1,1,0.666666666666667,0.75,1,1,0.8,1,0.714285714285714,0.5,0.5,0.5,0.666666666666667,0.875,1,0.6
"stu_f6418c1b8f",0.875,0.75,1,0.909090909090909,0.8,1,0.8,0.8,0.833333333333333,0.875,1,0.8,1,0.8,0.6,0.5,0.9375,0.9375,0.5
"stu_0fd91b3a75",1,1,1,0.875,1,0.928571428571429,0.8,1,1,0.666666666666667,0.75,0.909090909090909,0.666666666666667,0.8,1,1,0.857142857142857,0.666666666666667,0.833333333333333
"stu_c335c90508",0.833333333333333,1,1,1,1,0.9,0.666666666666667,1,1,1,1,1,1,1,1,0.666666666666667,1,0.916666666666667,1
"stu_3d4e66681b.1",1,1,1,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0,1,0.5,0.833333333333333,0.5,1,1,1,1,0.2,1
"stu_bd558388b8",0.625,0.857142857142857,1,1,1,1,0.666666666666667,0.6,1,0.833333333333333,0.666666666666667,0.714285714285714,0.2,0.5,0.6,0.777777777777778,0.9375,1,0.714285714285714
"stu_8742be56ca",1,1,1,1,1,1,1,1,1,0.5,0.6,1,1,0.666666666666667,1,0.8,1,1,1
"stu_e59d79f821",0.75,0.5,1,1,1,0.833333333333333,0.833333333333333,1,1,1,1,0.75,0.714285714285714,1,1,0.8,1,0.846153846153846,0.75
"stu_b5e43e74f4.1",1,0.6,1,1,1,1,0.666666666666667,1,1,1,1,0.75,1,1,0.666666666666667,1,0.875,0.875,0.8
"stu_60ce9ab607",0.666666666666667,1,1,1,1,1,0.666666666666667,1,0,0.5,1,0.8,0,1,1,1,0.8,0.75,1
"stu_409c63f1d9.1",0.666666666666667,1,1,1,1,0.833333333333333,1,1,0.5,0.666666666666667,1,0.833333333333333,0.333333333333333,1,1,0.666666666666667,0.666666666666667,0.833333333333333,1
"stu_39a6dee4a5",1,1,1,1,0.833333333333333,1,0.833333333333333,0.75,0.857142857142857,1,0.75,1,0.666666666666667,1,0.571428571428571,0.857142857142857,1,0.882352941176471,0.9
"stu_b839d23278",0.75,1,1,1,1,1,0.8,1,1,0.5,0.75,0.428571428571429,0.2,1,0.666666666666667,0.75,0.75,0.75,0.875
"stu_32c0bcd8dd",0.8,1,1,1,1,0.923076923076923,0.8,0.571428571428571,0.666666666666667,0.777777777777778,0.6,0.8125,0.4,0.833333333333333,1,1,0.9375,0.933333333333333,0.3
"stu_c66473a760",0.5,0.666666666666667,1,1,1,0.714285714285714,0.777777777777778,1,1,0.888888888888889,0.857142857142857,0.785714285714286,0.5,1,1,0.833333333333333,0.941176470588235,0.941176470588235,1
"stu_8dc1680fd1",0.5,0.875,1,1,1,0.933333333333333,0.4,0.6,0.2,0.571428571428571,1,1,1,0.333333333333333,0.75,0.571428571428571,1,1,0.875
"stu_320a3d5987",1,0.857142857142857,1,0.888888888888889,1,0.944444444444444,0.888888888888889,1,1,1,1,0.888888888888889,0.555555555555556,1,0.666666666666667,0.909090909090909,0.944444444444444,0.944444444444444,1
"stu_a83bb718da",0.5,0.571428571428571,1,1,0.833333333333333,0.727272727272727,0.714285714285714,0.666666666666667,0.75,0.857142857142857,1,0.3,0.5,0.666666666666667,1,0.8,1,0.461538461538462,0.5
"stu_150ff4ff4e",1,0.625,1,1,1,1,0.714285714285714,0.75,0.8,0.857142857142857,0.75,0.6875,0.5,1,1,1,1,0.875,0.75
"stu_6ccdc01f43",1,0.727272727272727,1,1,0.888888888888889,0.875,0.888888888888889,1,0.5,0.888888888888889,0.571428571428571,0.882352941176471,0.333333333333333,0.5,1,0.714285714285714,0.882352941176471,0.882352941176471,0.5
"stu_ec618efb00",1,0.857142857142857,1,1,1,1,1,1,1,1,1,0.916666666666667,0.5,0.5,0.666666666666667,0.8,0.916666666666667,0.916666666666667,0.857142857142857
"stu_2e7b149cad",0.857142857142857,0.875,1,1,0.666666666666667,1,0.833333333333333,1,1,0.777777777777778,0.714285714285714,0.928571428571429,0.5,1,0.8,0.833333333333333,1,1,0.875
"stu_fd185b90dd",0.75,1,1,1,0.333333333333333,1,1,1,1,0.75,0.75,1,0.666666666666667,1,1,0.5,0.875,1,0.5
"stu_96a362e172.1",0.666666666666667,0.833333333333333,1,1,1,1,1,1,1,1,1,0.666666666666667,0.5,1,1,0.777777777777778,1,0.933333333333333,0.666666666666667
"stu_81bc5094ea",1,1,1,0.777777777777778,0.6,1,0.6,1,1,0.6,0.5,0.769230769230769,0.666666666666667,0.666666666666667,1,1,0.857142857142857,0.818181818181818,1
"stu_8bd0ce0694.1",0.75,1,1,1,1,0.875,0.625,1,0.666666666666667,0.857142857142857,0.75,0.642857142857143,0.375,1,1,0.75,0.933333333333333,0.866666666666667,0.857142857142857
"stu_49444563b1",0.2,0.2,1,0.75,0.875,0.5,0.75,1,0.8,0.8,0.888888888888889,0.545454545454545,0.6,0.666666666666667,0.5,0.6,0.733333333333333,0.846153846153846,0.8
"stu_05a9a5c723.1",0.888888888888889,1,1,1,1,0.857142857142857,0.7,1,1,1,1,0.8125,0.333333333333333,1,1,0.75,1,0.8125,0.666666666666667
"stu_4c0ee104e1",1,0.9,1,1,1,0.928571428571429,1,1,0.428571428571429,0.4,0.6,1,1,1,1,1,0.857142857142857,0.785714285714286,0.8
"stu_d74a8780e8",0.333333333333333,0.333333333333333,1,0.75,0.6,0.888888888888889,1,0.8,0.666666666666667,0.8,0.625,0.4,0.333333333333333,0,0.666666666666667,0.333333333333333,0.846153846153846,0.538461538461538,0.4
"stu_2d3c0dc3e7",0.75,1,1,1,0.8,0.875,1,1,0.75,0.857142857142857,0.714285714285714,0.769230769230769,0.5,0.75,1,0.714285714285714,0.785714285714286,0.666666666666667,0.714285714285714
"stu_9bdd6a0a17",1,0.888888888888889,1,1,1,1,0.846153846153846,1,1,0.777777777777778,1,0.875,0.333333333333333,1,1,1,0.9375,0.8125,0.875
"stu_81991bb530.1",0.666666666666667,1,1,1,1,0.666666666666667,0.6,1,0.6,0.833333333333333,0.833333333333333,0.666666666666667,0.4,1,0.5,0.833333333333333,0.916666666666667,0.833333333333333,0.5
"stu_be194208c3",0.875,0.625,1,1,1,0.8125,1,1,0.666666666666667,0.875,0.888888888888889,0.727272727272727,0.6,0.6,0.625,0.888888888888889,1,0.764705882352941,0.75
"stu_bb7f789f67",1,1,1,1,1,1,0.75,1,1,1,0.75,1,0.5,1,0.333333333333333,1,1,1,1
"stu_86cfdc5954",0.666666666666667,0.8,1,1,1,0.923076923076923,1,1,1,1,1,0.857142857142857,0.5,1,1,0.625,0.933333333333333,0.866666666666667,1
"stu_b26ce0804f",0.8,1,1,1,0.714285714285714,0.928571428571429,0.857142857142857,1,1,0.8,0.857142857142857,0.785714285714286,0.5,1,0.5,0.75,0.714285714285714,0.75,1
"stu_c3ad58997f",0,0,1,1,1,0.666666666666667,0.25,1,0,1,0.25,0.333333333333333,0,0.5,1,1,0.875,0.8,1
"stu_293d3cca60.2",0.833333333333333,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.833333333333333,1,0.9,1
"stu_f50fe1fe18.1",0.75,0.857142857142857,1,1,0.857142857142857,1,1,0.5,1,0.857142857142857,1,0.9,0.428571428571429,1,1,0.75,0.909090909090909,0.909090909090909,0.428571428571429
"stu_093e6149d7.1",1,1,1,0.833333333333333,0.8,0.8,1,1,1,1,0.875,1,0.666666666666667,1,0.6,0.571428571428571,0.916666666666667,0.833333333333333,0.75
"stu_c5af77de66",0.571428571428571,1,1,0.857142857142857,0.875,0.733333333333333,1,1,1,0.8,1,0.733333333333333,0.285714285714286,0.5,0.666666666666667,0.625,1,0.866666666666667,0.714285714285714
"stu_54b8b64b1c",1,1,1,1,1,0.818181818181818,0.8,1,0.666666666666667,0.833333333333333,0.75,1,0.5,1,1,0.75,0.909090909090909,0.727272727272727,1
"stu_e141f11a64",0.833333333333333,0.714285714285714,1,1,1,1,1,1,1,1,1,0.846153846153846,0.4,1,0.75,1,0.923076923076923,1,0.571428571428571
"stu_c60bac05cc.1",1,1,1,1,0.777777777777778,0.933333333333333,1,1,0.4,0.666666666666667,0.5,0.933333333333333,0.4,1,0.4,0.75,0.923076923076923,0.75,0.571428571428571
"stu_d23648a841",0,1,1,1,1,0.5,0.4,0.5,1,0.166666666666667,0.25,0.6,0,1,1,0.75,0.9,0.7,0.833333333333333
"stu_460da071de",0.666666666666667,0.333333333333333,1,1,0.666666666666667,0.75,1,1,1,0.8,0.6,0,0.666666666666667,1,0.666666666666667,0.4,0.666666666666667,0.8,0.5
"stu_533e0892da",1,1,1,1,1,1,0.8,1,1,0.666666666666667,1,0.777777777777778,0.5,0.666666666666667,0.666666666666667,0.6,1,0.8,0.5
"stu_38f92118d2",0.545454545454545,0.75,1,1,0.777777777777778,0.466666666666667,0.444444444444444,1,0.4,0.75,0.75,0.388888888888889,0.428571428571429,1,0.8,0.75,0.9375,0.75,0.75
"stu_e61d952a67",0,0.5,1,1,1,0.571428571428571,0.75,1,0.4,0.777777777777778,1,0.7,0.333333333333333,1,0.666666666666667,0.6,0.8125,0.5,0.25
"stu_cf2be335b2",0,0.25,1,1,1,0.857142857142857,0.8,1,0.5,0.888888888888889,1,0.428571428571429,0.5,0.75,1,0.5,0.875,0.6875,0.375
"stu_748a8b7c4b",1,0.888888888888889,1,0.909090909090909,1,0.8125,1,0.8,0.5,0.666666666666667,0.857142857142857,0.75,0.6,0.6,1,1,0.875,0.9375,0.625
"stu_6cd46b5b09",1,0.818181818181818,1,0.857142857142857,0.888888888888889,0.933333333333333,0.888888888888889,1,1,0.8,1,0.9375,0.444444444444444,1,0.6,1,0.9375,1,1
"stu_a8d7afeeb2",0.888888888888889,0.857142857142857,1,1,0.8,0.785714285714286,0.75,1,0.8,0.571428571428571,0.888888888888889,0.785714285714286,0.6,1,1,0.6,0.9375,0.8125,0.625
"stu_8f02e38ec0",0.857142857142857,0.833333333333333,1,1,0.857142857142857,0.785714285714286,0.714285714285714,1,0.6,0.833333333333333,0.875,0.75,0.333333333333333,0.5,0.5,0.75,0.9375,0.785714285714286,0.714285714285714
"stu_aa1ebee8c8",1,1,1,1,1,0.888888888888889,1,1,1,1,1,0.888888888888889,0.6,1,0.666666666666667,0.8,0.777777777777778,0.777777777777778,1
"stu_69493c5673",1,1,1,1,1,0.923076923076923,1,1,0.8,0.8,1,0.928571428571429,0.75,0.75,0.75,1,0.928571428571429,0.928571428571429,1
"stu_b5a3ec4438",1,1,1,1,0.9,0.933333333333333,1,1,0.5,0.833333333333333,1,0.933333333333333,0.2,1,0.75,1,0.9375,0.9375,0.833333333333333
"stu_cc28123425.1",0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1
"stu_4893cbd47f",1,1,1,1,1,1,1,1,0.75,0.833333333333333,1,0.909090909090909,0.75,1,1,1,1,1,0.833333333333333
"stu_48fbd6dada",0.857142857142857,0.875,1,1,0.833333333333333,0.875,0.666666666666667,1,0.8,0.8,1,0.823529411764706,0.6,0.75,1,0.857142857142857,1,1,0.888888888888889
"stu_748bf7363f",0.8,0.833333333333333,1,0.875,1,0.916666666666667,0.6,1,1,0.8,0.666666666666667,0.818181818181818,0.75,1,1,0.833333333333333,0.923076923076923,0.833333333333333,0.714285714285714
"stu_45007cf380",0.875,1,1,1,1,0.9,1,1,1,1,0.875,0.727272727272727,0.666666666666667,1,1,0.875,0.833333333333333,0.666666666666667,1
"stu_f6418c1b8f.1",0.875,0.75,1,0.909090909090909,0.8,1,0.8,0.8,0.833333333333333,0.875,1,0.8,1,0.8,0.6,0.5,0.9375,0.9375,0.5
"stu_0b451f30af.1",1,0.75,1,1,1,1,1,0.8,1,0.875,0.833333333333333,0.928571428571429,0.666666666666667,1,1,1,0.928571428571429,1,0.625
"stu_aa1ebee8c8.1",1,1,1,1,1,0.888888888888889,1,1,1,1,1,0.888888888888889,0.6,1,0.666666666666667,0.8,0.777777777777778,0.777777777777778,1
"stu_0454397ae5",1,1,1,1,1,0.833333333333333,1,0.5,1,0.666666666666667,1,0.833333333333333,0.5,0,1,1,1,0.666666666666667,1
"stu_7325f28f5b",1,1,1,1,0.75,0.888888888888889,0.75,1,1,0.75,0.75,1,1,1,1,0.6,1,0.888888888888889,1
"stu_6bb43036ad.1",0.888888888888889,1,1,1,1,0.909090909090909,0.75,1,0.2,1,0.714285714285714,0.909090909090909,0.4,1,1,0.285714285714286,0.916666666666667,0.833333333333333,0.666666666666667
"stu_97ca535aea",1,1,1,1,1,1,0.8,1,0.5,0.6,0.666666666666667,0.909090909090909,0.4,0.5,0.75,1,1,0.727272727272727,1
"stu_6675efbb04",1,0.909090909090909,1,1,1,1,0.75,0.75,1,1,0.8,0.875,0.5,1,0.75,1,1,1,0.909090909090909
"stu_b839d23278.1",0.75,1,1,1,1,1,0.8,1,1,0.5,0.75,0.428571428571429,0.2,1,0.666666666666667,0.75,0.75,0.75,0.875
"stu_e28eb38156",1,0.666666666666667,1,0.875,1,1,0.75,1,1,0.571428571428571,0.75,0.9375,0.428571428571429,1,0.333333333333333,0.444444444444444,0.933333333333333,0.642857142857143,0.857142857142857
"stu_f595824852",1,1,1,1,1,1,1,1,1,0.666666666666667,1,0.75,1,1,1,1,1,0.4,0.666666666666667
"stu_234d0897e4",1,0.857142857142857,1,1,0.75,1,0.75,1,0.666666666666667,1,0.888888888888889,0.866666666666667,0.75,0.5,0.75,0.888888888888889,0.875,0.9375,0.714285714285714
"stu_e18a227e47",1,1,1,1,0.875,0.857142857142857,0.555555555555556,1,0.666666666666667,0.833333333333333,0.571428571428571,0.928571428571429,0.25,1,0.75,0.571428571428571,1,0.866666666666667,0.666666666666667
"stu_b52a07cc48",0.571428571428571,1,1,1,0.857142857142857,0.857142857142857,1,1,1,0.666666666666667,0.875,0.928571428571429,0.714285714285714,1,1,0.875,0.928571428571429,1,1
"stu_5c7e91dc45",0.875,1,1,1,1,0.785714285714286,0.833333333333333,1,0.8,0.857142857142857,1,0.866666666666667,0.666666666666667,0.75,1,0.875,1,0.933333333333333,0.857142857142857
"stu_82e19e6755",0.428571428571429,0.285714285714286,1,1,1,0.727272727272727,0.5,0.75,0.333333333333333,1,1,0.666666666666667,1,0.666666666666667,1,0.5,0.875,0.75,1
"stu_ff57624ae8",0.857142857142857,1,1,0.9,1,0.916666666666667,0.75,1,0.75,0.833333333333333,0.857142857142857,0.923076923076923,1,0.5,0.6,0.875,0.928571428571429,0.785714285714286,1
"stu_494d755674",1,0.875,1,0.875,1,0.9375,0.875,0.6,1,0.875,0.875,0.933333333333333,0.428571428571429,1,1,0.625,0.8125,0.6875,1
"stu_87ba5d2c13",1,0.888888888888889,1,1,1,1,0.833333333333333,1,1,1,1,1,0.8,1,1,0.75,0.923076923076923,1,0.888888888888889
