"","Calculate.decimal.from.given.improper.fraction","Calculate.decimal.from.given.mixed.number","Calculate.decimal.from.given.percent","Calculate.improper.fraction.from.given.decimal","Calculate.improper.fraction.from.given.mixed.number","Calculate.improper.fraction.from.given.percent","Calculate.numerator.of.mixed.number.from.given.decimal","Calculate.numerator.of.mixed.number.from.given.improper.fraction","Calculate.numerator.of.mixed.number.from.given.model","Calculate.numerator.of.mixed.number.from.given.percent","Calculate.percent.from.given.decimal","Calculate.percent.from.given.improper.fraction","Calculate.percent.from.given.mixed.number","Calculate.whole.number.part.of.mixed.number.from.given.decimal","Calculate.whole.number.part.of.mixed.number.from.given.improper.fraction","Calculate.whole.number.part.of.mixed.number.from.given.model","Calculate.whole.number.part.of.mixed.number.from.given.percent","Enter.decimal.from.given.model","Enter.given.decimal","Enter.given.improper.fraction","Enter.given.percent","Enter.improper.fraction.from.given.model","Enter.numerator.of.given.mixed.number","Enter.percent.from.given.model","Enter.whole.number.part.of.given.mixed.number","Identify.that.a.mixed.number.can.cannot.be.simplified","Identify.that.an.improper.fraction.can.cannot.be.simplified"
"stu_355d79e2db",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_cbebae2871",1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,0.75,1,1,1
"stu_0077c9a27a",1,1,1,0.8,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1
"stu_c334b2e634",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"stu_f0c29d9d44",0.8,1,1,1,1,1,1,1,1,1,0.75,0.6,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.888888888888889,0.722222222222222
"stu_8fedf40b68",1,0.5,0.666666666666667,1,1,1,1,1,1,1,0.666666666666667,1,0.833333333333333,1,1,1,1,1,0.666666666666667,1,1,1,0.833333333333333,0.666666666666667,1,1,1
"stu_a4aa834e4f.1",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.909090909090909,0.909090909090909
"stu_0bf8b58842",1,1,0.8,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1
"stu_e3465a8c4f.1",1,1,1,0.857142857142857,1,1,0.833333333333333,1,1,1,0.571428571428571,1,1,0.857142857142857,1,0.8,1,0.8,0.857142857142857,1,1,1,1,0.833333333333333,1,1,1
"stu_e4d58114ab",0.666666666666667,1,0.9,1,1,0.5,1,1,1,0.888888888888889,1,0.833333333333333,1,1,1,1,0.888888888888889,0.833333333333333,1,1,1,0.666666666666667,1,0.833333333333333,1,0.958333333333333,0.791666666666667
"stu_596cf226e1",1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75
"stu_995206e79a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_763895ccd6",0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75
"stu_3dcfdac6a5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.875
"stu_e73af9ea9a",1,0.833333333333333,1,0.5,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.928571428571429,0.857142857142857
"stu_4c5e48017f",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_a94538a92b.1",0.75,0.625,0.75,1,0.875,1,1,1,1,1,1,1,0.875,1,1,1,1,1,1,1,0.75,1,1,1,1,0.722222222222222,0.722222222222222
"stu_266870c2f6",0.8,0.666666666666667,1,0.75,0.833333333333333,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,0.8,1,1,1,1,1,0.764705882352941,0.764705882352941
"stu_e59d79f821",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_84bb04f9cb",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.833333333333333
"stu_f80940ceb8",0.75,1,1,0.666666666666667,1,1,1,0.75,0.555555555555556,1,0.833333333333333,0.75,1,1,0.75,1,1,0.9,1,0.75,1,0.9,1,0.9,1,0.863636363636364,0.818181818181818
"stu_f94a548b5c",0.5,1,0.75,1,1,1,1,0.833333333333333,1,1,1,0.666666666666667,1,1,0.833333333333333,1,1,1,0.75,0.8,1,0.666666666666667,1,0.833333333333333,1,0.857142857142857,0.952380952380952
"stu_51f12ebdc0",0.75,1,0.75,1,1,1,1,0.8,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.928571428571429,0.928571428571429
"stu_cf2be335b2",1,0.75,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,0.818181818181818
"stu_967be3abea",1,0.8,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7,0.7
"stu_ceb79a981c",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.8
"stu_596cf226e1.1",1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75
"stu_f8bd0d2db5",1,1,1,0.75,0.571428571428571,1,1,1,0.857142857142857,1,0.5,1,1,1,1,0.857142857142857,1,0.8,1,1,1,0.8,0.875,1,1,0.92,0.8
"stu_112062923d",1,0.666666666666667,1,0.75,0.5,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,0.923076923076923
"stu_d0483ab4eb",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_e704a93b13.1",1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.933333333333333,0.866666666666667
"stu_929901328f",1,1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.818181818181818
"stu_3e6c2a8f3a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.9,0.8
"stu_7731b86c1d",1,1,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,0.75,1,1,1,0.923076923076923,0.615384615384615
"stu_e19d1fc4c6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.875,1
"stu_6a136c80e6",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,1,0.8,1,1,1,1,0.833333333333333
"stu_f8611f1ab0",1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,0.8
"stu_26eb6e7d6e",0.6,0.75,0.75,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,0.933333333333333,0.933333333333333
"stu_c44bf8f2a3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_c8d4a59dd0",1,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.666666666666667,0.75,1,1,0.857142857142857,1,1,1,0.857142857142857,0.80952380952381
"stu_2e219f45c7",1,1,1,0.75,0.666666666666667,1,1,0.833333333333333,1,1,1,1,0.8,1,0.666666666666667,1,1,1,1,1,1,1,0.857142857142857,1,1,0.894736842105263,1
"stu_354d5dc62c.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.75
"stu_c335c90508",1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.875,1
"stu_39a181dbc0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,0.75,1,1,1,1,1,0.833333333333333,0.75
"stu_2b4c7a8a49",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,0.8,1,1,1,0.95,1
"stu_751c2a94d2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_73acbcb079",1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.833333333333333,1,1,1,1,1,0.923076923076923
"stu_f772a32a93",0.6,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,1,1,1,0.6,0.833333333333333,1,1,1,0.961538461538462
"stu_1953c03679",1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.75,1,0.75,1,1,1,1,1,0.909090909090909
"stu_d8108617a5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_f1d319c7c4",1,1,0.75,0.5,1,0.75,0.5,0.5,1,1,1,0.8,1,1,1,1,1,0.75,1,0.8,0.8,1,1,1,1,0.5,0.6875
"stu_9c664fd9ab",1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.714285714285714,0.714285714285714
"stu_71864df182",1,1,1,1,1,1,0.75,1,0.875,1,1,1,1,1,1,1,1,0.875,1,1,1,0.625,1,0.857142857142857,1,0.833333333333333,0.833333333333333
"stu_cc5fa3e3f8",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,0.75
"stu_627925408d",1,1,0.666666666666667,0.666666666666667,0.714285714285714,1,1,1,1,1,0.666666666666667,1,1,1,1,0.857142857142857,1,0.714285714285714,1,1,0.857142857142857,0.571428571428571,1,0.833333333333333,1,0.961538461538462,0.923076923076923
"stu_8dfcdbff60",1,0.833333333333333,0.857142857142857,1,0.8,0.571428571428571,1,1,0.75,0.857142857142857,1,1,1,1,1,1,0.857142857142857,0.75,1,1,1,0.75,1,1,1,0.894736842105263,0.736842105263158
"stu_37fde35c2a",1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.875
"stu_f0c29d9d44.1",0.8,1,1,1,1,1,1,1,1,1,0.75,0.6,1,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.888888888888889,0.722222222222222
"stu_b59c9e619d.1",1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,0.916666666666667,0.833333333333333
"stu_4c017ec7fd",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_b232e2abe0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.666666666666667
"stu_841606a518",1,0.857142857142857,1,0.75,0.714285714285714,1,1,0.8,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.857142857142857,1,1,0.727272727272727,0.590909090909091
"stu_62777f48b8.1",0.666666666666667,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1
"stu_608bc8a22d.1",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.866666666666667,1,1,1,0.666666666666667,1,1,1,0.884615384615385,0.615384615384615
"stu_3c281d4b35",0.6,1,1,1,1,1,0.75,0.714285714285714,0.833333333333333,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,0.947368421052632,0.894736842105263
"stu_c0f3f26da3",1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.923076923076923
"stu_80ad905f0c",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1
"stu_c133c2eff6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_ce1d9c3468",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_8a041b16fa",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,0.909090909090909,1
"stu_0fd91b3a75.1",1,1,1,1,1,0.75,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.818181818181818,0.727272727272727
"stu_9b3a9a60c7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.875
"stu_62777f48b8.2",0.666666666666667,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1
"stu_b9f28f6c41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_ba77dff6c8",0.666666666666667,1,1,0.5,0.833333333333333,1,1,1,1,1,0.5,0.833333333333333,0.875,0.5,1,1,1,1,1,0.8,1,1,1,1,1,0.888888888888889,0.833333333333333
"stu_6b31a520de",1,0.75,1,1,1,1,1,1,1,1,1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_264ec874f3",0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,1,0.933333333333333,0.666666666666667
"stu_d74a8780e8",0.666666666666667,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,0.75,0.75,1,1,0.75,1,0.75,1,0.909090909090909,0.772727272727273
"stu_264ec874f3.1",0.875,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,1,0.933333333333333,0.666666666666667
"stu_3e41bb3a61",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_6ee4e5ebf8",1,0.75,0.75,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,0.818181818181818
"stu_39a181dbc0.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,0.75,1,1,1,1,1,0.833333333333333,0.75
"stu_66064ad725",1,0.75,0.666666666666667,0.666666666666667,0.5,0.666666666666667,0.666666666666667,1,0.923076923076923,1,1,1,1,0.666666666666667,0.5,0.928571428571429,1,0.818181818181818,1,1,1,1,1,0.769230769230769,1,0.346153846153846,0.5
"stu_dccafd5d8a",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.928571428571429,0.785714285714286
"stu_78ee85cdb4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_6048d28099",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_9c62300091",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_9a90022fe6.1",1,0.5,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,0.5,1,1,0.666666666666667,0.6,1,1,1,0.923076923076923,1
"stu_d0d2fe0b49",1,0.75,1,0.6,1,1,1,0.75,1,1,0.8,1,1,1,1,1,1,0.75,0.6,0.75,1,1,1,1,1,0.888888888888889,0.722222222222222
"stu_0ff1c59cdb",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_a781da86f3",1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_3674e2ad2f.1",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,1,0.818181818181818
"stu_a188c1deb7",1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1
"stu_7325f28f5b",1,1,0.75,1,1,1,1,1,1,1,0.75,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.785714285714286
"stu_c5af77de66",0.6,1,1,1,1,0.75,1,0.666666666666667,1,1,1,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,1,1,1,0.823529411764706,0.722222222222222
"stu_eb2b515ca2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,0.75,1,0.818181818181818,1
"stu_9b3a9a60c7.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.875
"stu_5496cc6110",1,0.8,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.916666666666667
"stu_390e504c7f.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_343a25db80",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.75,0.75,1,1,1,0.818181818181818,1
"stu_9c711c6265",1,0.75,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.857142857142857,0.714285714285714
"stu_e28eb38156",1,1,1,0.75,1,1,1,1,1,1,0.8,1,1,0.8,1,1,1,1,1,1,1,1,0.75,1,1,1,1
"stu_f4d16ac55c",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625
"stu_2db36faa85",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,0.666666666666667,0.666666666666667
"stu_df34df5dad",1,1,1,0.8,1,1,1,1,1,0.833333333333333,0.6,0.75,1,1,1,1,0.888888888888889,1,1,1,0.888888888888889,1,1,0.75,1,0.869565217391304,0.826086956521739
"stu_acdece4afa",1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.75
"stu_f68f8f44b8",1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.8,1,1,1,1,1,0.833333333333333,0.666666666666667,0.857142857142857,1,0.785714285714286,0.857142857142857
"stu_78981c5ed0",0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,0.75,1,1,1,1,1,1,1,1,1,0.909090909090909,0.636363636363636
"stu_2d477cd81c",1,0.875,1,1,1,1,1,1,1,1,0.75,1,0.75,0.75,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.95,0.95
"stu_fe427ac7d7",1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,0.666666666666667,1,1,1,1,1
"stu_90322ae586",0.8,0.75,1,0.5,1,1,1,0.833333333333333,1,1,0.5,1,0.75,1,1,1,1,1,1,1,1,0.8,1,0.875,1,0.652173913043478,0.652173913043478
"stu_150ff4ff4e",0.75,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,0.666666666666667,1,0.8,1,0.75,1,1,1,0.8,1,1,0.916666666666667
"stu_e7984fb817",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.75,1,1,1,1,0.909090909090909
"stu_5e154fa9a8",1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875
"stu_cbb4f67649",1,1,0.833333333333333,1,1,0.857142857142857,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,0.636363636363636,0.818181818181818
"stu_2b043931f1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,0.875,1
"stu_d87ef6216f",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6
"stu_7fe4633932.1",0.666666666666667,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.611111111111111,0.666666666666667
"stu_6f03a46bb2",1,0.5,0.75,0.75,0.875,1,1,1,1,0.75,1,1,1,1,1,1,1,0.8,1,0.75,1,0.8,0.875,0.666666666666667,1,0.961538461538462,1
"stu_763895ccd6.1",0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.75
"stu_3d258dff67",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_05ea14fe6a.1",1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_3fb23055ec",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_bc51be8622",1,0.75,0.75,0.583333333333333,1,1,0.75,1,1,1,0.916666666666667,1,1,1,1,1,1,1,0.916666666666667,1,0.75,1,1,0.75,1,0.84,0.72
"stu_f5c9febac4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_29413254b5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1
"stu_84fa7ebd0f",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_6ee4e5ebf8.1",1,0.75,0.75,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,0.818181818181818
"stu_a2246b8c28",1,1,1,1,0.75,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,0.916666666666667,0.916666666666667
"stu_a0011de240",1,1,0.6,1,0.75,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_71f25ac185",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8
"stu_9864e2d9c9",1,0.75,0.75,1,0.714285714285714,0.75,1,1,1,1,1,1,0.875,1,1,1,0.75,1,1,1,1,1,1,1,1,0.866666666666667,0.8
"stu_a83bb718da",0.75,0.8,1,0.666666666666667,1,0.6,1,1,1,1,1,1,0.714285714285714,1,0.5,1,0.6,1,1,1,0.909090909090909,1,1,1,1,0.769230769230769,0.576923076923077
"stu_26d7389f7e.2",1,0.75,1,0.833333333333333,0.75,1,1,1,1,1,0.6,1,1,1,1,0.875,1,0.714285714285714,1,1,1,0.714285714285714,1,1,1,0.95,0.85
"stu_d0483ab4eb.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_0b6aadec4f.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_ab5751fc55",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625
"stu_4a4bae1959",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_c276a4d5d2",1,0.714285714285714,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.818181818181818,0.909090909090909
"stu_ac06bdf217.1",1,1,1,0.714285714285714,1,0.75,1,1,1,1,0.75,1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,0.736842105263158,0.736842105263158
"stu_b707626a5d",0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8125,0.8125
"stu_3b0ec5c155",1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.75,1,1,0.75,0.75,1,1,0.857142857142857,0.642857142857143
"stu_49760c66ba",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.8,1,1,1,0.75,1,1,1,1,1
"stu_32d8c0679c",1,0.875,1,1,1,1,1,1,1,1,1,1,0.875,1,1,0.857142857142857,0.75,0.714285714285714,1,0.8,1,1,1,1,0.875,0.5,0.846153846153846
"stu_c63f64c439",1,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_b42fc44bc6",1,1,1,1,1,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,0.666666666666667,1,1,1,0.9,0.9
"stu_65697733a7",1,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,0.909090909090909,1
"stu_5e2154d814",1,0.8,1,1,0.8,1,1,0.8,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,0.818181818181818
"stu_904dfa1b56",1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,0.923076923076923,0.769230769230769
"stu_e2f6616046.1",1,0.833333333333333,1,1,0.8,1,1,1,0.75,1,1,1,0.833333333333333,1,1,1,1,1,1,1,1,1,1,0.75,1,0.846153846153846,0.846153846153846
"stu_e3e7e0112d",0.6,0.75,1,1,0.75,1,0.6,0.8,1,0.6,0.8,0.6,1,1,1,1,1,0.6,1,1,1,1,1,1,1,0.833333333333333,0.666666666666667
"stu_795e7413fc",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.714285714285714,1,1,1,1,1,1,1,1,1,1
"stu_90b66d0c26",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"stu_5c1e8d5d42",0.75,0.75,1,1,1,1,1,1,1,1,1,1,0.75,1,1,1,1,1,1,0.75,1,1,1,1,1,0.818181818181818,0.818181818181818
"stu_9b2e6ad6d5",0.8,0.8,0.8,1,0.75,0.75,1,1,1,1,0.875,1,0.8,1,0.8,1,1,0.666666666666667,0.75,1,0.8,0.666666666666667,1,0.666666666666667,1,0.692307692307692,0.692307692307692
"stu_b232e2abe0.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.666666666666667
"stu_3ceaf445b6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,0.857142857142857,0.857142857142857
"stu_3d1195cc91",1,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9
"stu_65974fac1e",1,1,1,1,0.4,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.909090909090909,0.818181818181818
"stu_3a2147ff43",1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.833333333333333,0.666666666666667
"stu_d0d2fe0b49.1",1,0.75,1,0.6,1,1,1,0.75,1,1,0.8,1,1,1,1,1,1,0.75,0.6,0.75,1,1,1,1,1,0.888888888888889,0.722222222222222
"stu_0bf8b58842.1",1,1,0.8,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1
"stu_90b66d0c26.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
